,,Detection Rate (Global Expression Specificity),,,,,,,,,,,,Detection Rate (Global Expression Specificity),,,,,,,
GeneID,Cluster,Recount2 TPM 0.1,Recount2 TPM 1.0,Recount2 RPKM 0.3,Recount2 RPKM 1.0,Dee2 TPM 0.1,Dee2 TPM 1.0,Dee2 RPKM 0.3,Dee2 RPKM 1.0,,,,,Recount2,,,,Dee2,,,
100529239,Cluster:25,0.987657728,0.980407897,0.989965632,0.984195871,0,0,0,0,,,,,,,,,,,,
100534592,Cluster:25,0.985199308,0.976444322,0.986629205,0.979053257,0,0,0,0,,,,,,,,,,,,
102724594,Cluster:25,0.98868625,0.977899305,0.990793468,0.981662193,0.803441495,0.594329728,0.641625696,0.472320551,,,,,,,,,,,,
308,Cluster:13,0.991069413,0.979279031,0.992248451,0.985976971,0.997771223,0.995722714,0.996050475,0.994329728,,,,,,,,,,,,
328,Cluster:13,0.990316835,0.979805835,0.992424052,0.985349823,0.999606686,0.999131432,0.999295313,0.999049492,,,,,,,,,,,,
334,Cluster:13,0.993653262,0.983167348,0.995810651,0.989087625,0.999344477,0.998361193,0.998901999,0.997410685,,,,,,,,,,,,
378,Cluster:13,0.9930512,0.982740888,0.99576048,0.99016632,0.999590298,0.999344477,0.999442806,0.999295313,,,,,,,,,,,,
475,Cluster:13,0.985475253,0.97749793,0.987732985,0.982916489,0.999623074,0.999328089,0.999377253,0.999278925,,,,,,,,,,,,
476,Cluster:13,0.992549482,0.980282467,0.992424052,0.984772847,0.998754507,0.997836775,0.998230088,0.997246804,,,,,,,,,,,,
498,Cluster:13,0.992725083,0.983593809,0.995409277,0.989714773,0.999836119,0.999721403,0.999786955,0.99949197,,,,,,,,,,,,
516,Cluster:13,0.986152573,0.976920954,0.987381783,0.979755663,0.999229761,0.998197312,0.99863979,0.997885939,,,,,,,,,,,,
522,Cluster:13,0.991922334,0.983117176,0.995283847,0.989790031,0.99991806,0.999786955,0.999852507,0.999770567,,,,,,,,,,,,
529,Cluster:13,0.987231267,0.97940446,0.989463914,0.983643981,0.999164208,0.998607014,0.998705343,0.998525074,,,,,,,,,,,,
533,Cluster:13,0.990793468,0.982314427,0.99372852,0.98813436,0.999786955,0.999442806,0.99957391,0.999344477,,,,,,,,,,,,
550,Cluster:13,0.988159446,0.980257382,0.991571131,0.983468379,0.999524746,0.998721731,0.998934775,0.998525074,,,,,,,,,,,,
708,Cluster:13,0.98893711,0.975867346,0.990216491,0.980357725,0.997869551,0.995902983,0.996656834,0.995509669,,,,,,,,,,,,
746,Cluster:13,0.990417179,0.982314427,0.993402403,0.98813436,0.999672239,0.999180597,0.999344477,0.998787283,,,,,,,,,,,,
801,Cluster:13,0.994029551,0.985073878,0.997265635,0.991897248,0.999885284,0.999836119,0.999868895,0.999770567,,,,,,,,,,,,
808,Cluster:13,0.989137797,0.979379374,0.990818554,0.983192434,0.999426418,0.998803671,0.999033104,0.998574238,,,,,,,,,,,,
826,Cluster:13,0.989840203,0.979003086,0.991445702,0.984371472,0.998967552,0.998017044,0.998262865,0.997574566,,,,,,,,,,,,
829,Cluster:13,0.991696561,0.982891403,0.995835737,0.98881168,0.999868895,0.999754179,0.999819731,0.999705015,,,,,,,,,,,,
832,Cluster:13,0.990392093,0.981837794,0.993126458,0.987507212,0.999786955,0.999393641,0.999541134,0.999311701,,,,,,,,,,,,
908,Cluster:13,0.993452575,0.983016833,0.996212026,0.989388656,0.999688627,0.99914782,0.999524746,0.998820059,,,,,,,,,,,,
1106,Cluster:13,0.995032988,0.981787623,0.995409277,0.990918897,0.998328417,0.997427073,0.997722058,0.997082924,,,,,,,,,,,,
1153,Cluster:13,0.993904122,0.981762537,0.99428041,0.989489,0.999311701,0.998590626,0.998918387,0.998295641,,,,,,,,,,,,
1192,Cluster:13,0.988886938,0.979981436,0.991721647,0.984823019,0.999278925,0.998492298,0.998770895,0.997951491,,,,,,,,,,,,
1211,Cluster:13,0.986428518,0.976971126,0.988861852,0.981461506,0.999311701,0.998656178,0.998869223,0.99855785,,,,,,,,,,,,
1329,Cluster:13,0.992298623,0.983919926,0.995032988,0.990266663,0.999901672,0.999819731,0.999836119,0.999819731,,,,,,,,,,,,
1345,Cluster:13,0.992875599,0.98198831,0.99508316,0.989664601,0.999950836,0.99991806,0.99991806,0.99991806,,,,,,,,,,,,
1347,Cluster:13,0.992148107,0.982690716,0.99440584,0.989338484,0.999852507,0.99949197,0.999557522,0.999377253,,,,,,,,,,,,
1460,Cluster:13,0.990517523,0.982289341,0.992900685,0.987532298,0.99855785,0.994034743,0.996017699,0.986315962,,,,,,,,,,,,
1499,Cluster:13,0.996789002,0.986002057,0.998820962,0.994807215,0.999786955,0.99949197,0.999639462,0.999344477,,,,,,,,,,,,
1650,Cluster:13,0.990191406,0.982163911,0.992649826,0.987356697,0.999278925,0.998492298,0.998820059,0.998344805,,,,,,,,,,,,
1654,Cluster:13,0.995835737,0.983142262,0.997842611,0.991746733,0.999655851,0.999426418,0.999590298,0.999262537,,,,,,,,,,,,
1936,Cluster:13,0.992273537,0.983744324,0.994932644,0.989714773,0.99898394,0.997558178,0.998262865,0.995919371,,,,,,,,,,,,
1975,Cluster:13,0.991069413,0.982289341,0.994180067,0.987808243,0.999541134,0.999360865,0.999459194,0.999213373,,,,,,,,,,,,
2029,Cluster:13,0.990943983,0.981963224,0.993678348,0.987105837,0.999606686,0.99914782,0.999229761,0.998934775,,,,,,,,,,,,
2079,Cluster:13,0.99207285,0.982740888,0.994556356,0.98936357,0.999737791,0.999426418,0.999557522,0.999344477,,,,,,,,,,,,
2091,Cluster:13,0.98690515,0.975917517,0.987783157,0.979379374,0.998623402,0.997017371,0.997689282,0.996214356,,,,,,,,,,,,
2130,Cluster:13,0.993904122,0.983995184,0.996889346,0.991119585,0.999852507,0.999688627,0.999705015,0.99957391,,,,,,,,,,,,
2224,Cluster:13,0.98991546,0.980257382,0.992449138,0.98555051,0.998951164,0.997558178,0.997984267,0.99668961,,,,,,,,,,,,
2280,Cluster:13,0.990843639,0.98309209,0.994581441,0.988886938,0.999754179,0.999606686,0.999672239,0.99957391,,,,,,,,,,,,
2782,Cluster:13,0.991646389,0.981285904,0.99385395,0.986779721,0.999180597,0.998328417,0.99855785,0.998197312,,,,,,,,,,,,
2821,Cluster:13,0.991897248,0.983041919,0.993954293,0.988661164,0.999606686,0.999377253,0.99949197,0.999246149,,,,,,,,,,,,
2874,Cluster:13,0.987055666,0.979003086,0.989689687,0.983067004,0.975286791,0.822976073,0.899246149,0.599278925,,,,,,,,,,,,
3020,Cluster:13,0.991194842,0.98321752,0.994355668,0.989012367,0.999655851,0.997640118,0.99898394,0.991838741,,,,,,,,,,,,
3030,Cluster:13,0.988661164,0.981085217,0.991495873,0.98555051,0.999410029,0.998803671,0.99898394,0.998672566,,,,,,,,,,,,
3068,Cluster:13,0.988159446,0.979178687,0.990868725,0.984421644,0.998951164,0.99813176,0.998344805,0.997967879,,,,,,,,,,,,
3069,Cluster:13,0.992373881,0.982891403,0.994731957,0.989037453,0.999196985,0.998738119,0.998869223,0.998623402,,,,,,,,,,,,
3150,Cluster:13,0.991320272,0.981687279,0.994305496,0.987632642,0.999737791,0.999508358,0.999541134,0.999475582,,,,,,,,,,,,
3151,Cluster:13,0.988560821,0.982138825,0.991495873,0.985575596,0.999836119,0.999639462,0.999737791,0.999508358,,,,,,,,,,,,
3178,Cluster:13,0.990768382,0.983493465,0.99495773,0.988661164,0.999934448,0.999754179,0.999934448,0.999606686,,,,,,,,,,,,
3182,Cluster:13,0.99004089,0.978702055,0.992047764,0.984848105,0.998508686,0.997246804,0.99770567,0.996525729,,,,,,,,,,,,
3184,Cluster:13,0.992398966,0.982565286,0.995409277,0.989162883,0.999655851,0.998967552,0.999278925,0.998574238,,,,,,,,,,,,
3185,Cluster:13,0.99139553,0.982038482,0.994154981,0.9877079,0.999655851,0.999426418,0.999475582,0.999344477,,,,,,,,,,,,
3191,Cluster:13,0.995484535,0.984772847,0.997466322,0.991245014,0.999754179,0.998918387,0.999311701,0.998492298,,,,,,,,,,,,
3192,Cluster:13,0.994305496,0.985274565,0.997441236,0.992674912,0.999868895,0.999655851,0.999770567,0.999508358,,,,,,,,,,,,
3276,Cluster:13,0.989990718,0.978802398,0.991997592,0.984496902,0.999344477,0.998312029,0.998721731,0.997935103,,,,,,,,,,,,
3301,Cluster:13,0.994481098,0.984145699,0.997365978,0.991746733,0.999754179,0.999377253,0.999524746,0.999344477,,,,,,,,,,,,
3309,Cluster:13,0.99453127,0.983844668,0.99686426,0.990617866,0.999311701,0.997935103,0.998885611,0.997099312,,,,,,,,,,,,
3313,Cluster:13,0.991069413,0.980909615,0.993402403,0.986152573,0.999475582,0.998770895,0.99914782,0.998180924,,,,,,,,,,,,
3329,Cluster:13,0.994205153,0.983568723,0.996688659,0.990617866,0.999508358,0.998623402,0.999196985,0.998377581,,,,,,,,,,,,
3336,Cluster:13,0.992850513,0.982966661,0.995308933,0.990116148,0.999131432,0.997377909,0.998180924,0.996411013,,,,,,,,,,,,
3608,Cluster:13,0.991119585,0.983468379,0.994054637,0.988284876,0.999639462,0.999426418,0.999557522,0.999180597,,,,,,,,,,,,
3609,Cluster:13,0.992323709,0.981411334,0.994581441,0.987381783,0.999000328,0.99754179,0.998393969,0.996804326,,,,,,,,,,,,
3615,Cluster:13,0.991420616,0.980508241,0.993578005,0.98622783,0.999475582,0.99847591,0.999082268,0.998164536,,,,,,,,,,,,
3646,Cluster:13,0.99317663,0.983443293,0.996337456,0.989664601,0.999901672,0.99957391,0.999803343,0.999377253,,,,,,,,,,,,
3692,Cluster:13,0.988861852,0.981035045,0.991872162,0.98555051,0.999328089,0.998017044,0.998590626,0.997328745,,,,,,,,,,,,
3735,Cluster:13,0.989739859,0.981210646,0.992348795,0.985149136,0.999655851,0.999213373,0.999410029,0.999180597,,,,,,,,,,,,
4144,Cluster:13,0.994205153,0.980708928,0.995735394,0.988184532,0.997820387,0.996279908,0.997066536,0.995542445,,,,,,,,,,,,
4190,Cluster:13,0.993101372,0.982088654,0.995283847,0.989062539,0.999705015,0.999278925,0.999360865,0.99906588,,,,,,,,,,,,
4191,Cluster:13,0.991621303,0.982515114,0.994154981,0.989288312,0.999852507,0.999672239,0.999737791,0.999623074,,,,,,,,,,,,
4670,Cluster:13,0.993603091,0.983418207,0.996563229,0.990141234,0.999360865,0.998754507,0.998951164,0.998508686,,,,,,,,,,,,
4706,Cluster:13,0.990116148,0.979329203,0.992198279,0.985450167,0.999377253,0.99847591,0.998951164,0.998230088,,,,,,,,,,,,
4707,Cluster:13,0.98991546,0.981411334,0.991596217,0.987557384,0.999737791,0.999508358,0.99957391,0.999311701,,,,,,,,,,,,
4714,Cluster:13,0.991671475,0.983669067,0.993929208,0.989137797,0.99770567,0.99100295,0.994559161,0.974549328,,,,,,,,,,,,
4716,Cluster:13,0.989112711,0.980483155,0.991571131,0.986127487,0.999410029,0.998967552,0.999115044,0.998754507,,,,,,,,,,,,
4722,Cluster:13,0.990291749,0.980708928,0.992825427,0.986202744,0.998361193,0.996656834,0.997377909,0.996083251,,,,,,,,,,,,
4726,Cluster:13,0.989288312,0.980834358,0.991320272,0.986303088,0.999459194,0.999033104,0.999196985,0.998770895,,,,,,,,,,,,
4728,Cluster:13,0.992022678,0.981561849,0.99372852,0.987431954,0.999311701,0.99863979,0.998852835,0.998066208,,,,,,,,,,,,
4729,Cluster:13,0.991796904,0.982715802,0.995183503,0.989489,0.985709603,0.838888889,0.917191085,0.624729597,,,,,,,,,,,,
4735,Cluster:13,0.992474224,0.983518551,0.996212026,0.98991546,0.999754179,0.99949197,0.999590298,0.999475582,,,,,,,,,,,,
4809,Cluster:13,0.989413742,0.982565286,0.992800341,0.986980408,0.999737791,0.999557522,0.999590298,0.999508358,,,,,,,,,,,,
4904,Cluster:13,0.99059278,0.982740888,0.993929208,0.987482126,0.999868895,0.999770567,0.999819731,0.999754179,,,,,,,,,,,,
5034,Cluster:13,0.994982816,0.984697589,0.99563505,0.990918897,0.998852835,0.998148148,0.998312029,0.997951491,,,,,,,,,,,,
5036,Cluster:13,0.988610993,0.981737451,0.991320272,0.985901713,0.999360865,0.99813176,0.998967552,0.997328745,,,,,,,,,,,,
5049,Cluster:13,0.992649826,0.983041919,0.995910995,0.989413742,0.999754179,0.999524746,0.999557522,0.99949197,,,,,,,,,,,,
5093,Cluster:13,0.994180067,0.983418207,0.996789002,0.99114467,0.997885939,0.995788266,0.996345461,0.995198296,,,,,,,,,,,,
5230,Cluster:13,0.991295186,0.983016833,0.993979379,0.988585907,0.999721403,0.999524746,0.999639462,0.99949197,,,,,,,,,,,,
5250,Cluster:13,0.995660136,0.983468379,0.997340893,0.992725083,0.999819731,0.99957391,0.999721403,0.999475582,,,,,,,,,,,,
5436,Cluster:13,0.986829892,0.979128515,0.989764945,0.98334295,0.999590298,0.999049492,0.999229761,0.99898394,,,,,,,,,,,,
5464,Cluster:13,0.990642952,0.976494494,0.992298623,0.98186288,0.999459194,0.998148148,0.998820059,0.997787611,,,,,,,,,,,,
5499,Cluster:13,0.990341921,0.981135389,0.993352231,0.986679377,0.999655851,0.999049492,0.999196985,0.998754507,,,,,,,,,,,,
5501,Cluster:13,0.992449138,0.979755663,0.993452575,0.98647869,0.999164208,0.998295641,0.998525074,0.998066208,,,,,,,,,,,,
5683,Cluster:13,0.991445702,0.983016833,0.994782129,0.989162883,0.997607342,0.991920682,0.995263848,0.977777778,,,,,,,,,,,,
5684,Cluster:13,0.993201716,0.982715802,0.995810651,0.990015804,0.999770567,0.999541134,0.999623074,0.999442806,,,,,,,,,,,,
5685,Cluster:13,0.992097935,0.983468379,0.995183503,0.989313398,0.999770567,0.999410029,0.999541134,0.999246149,,,,,,,,,,,,
5687,Cluster:13,0.990768382,0.983267692,0.99440584,0.988661164,0.998033432,0.993182563,0.996345461,0.978416912,,,,,,,,,,,,
5691,Cluster:13,0.989539172,0.9825402,0.992223365,0.987181095,0.999786955,0.999557522,0.999606686,0.999360865,,,,,,,,,,,,
5693,Cluster:13,0.990517523,0.981762537,0.993402403,0.987482126,0.999442806,0.999033104,0.999180597,0.998934775,,,,,,,,,,,,
5694,Cluster:13,0.989388656,0.981963224,0.991897248,0.987105837,0.999901672,0.999639462,0.999721403,0.999442806,,,,,,,,,,,,
5701,Cluster:13,0.991897248,0.981712365,0.994581441,0.988636079,0.999393641,0.99863979,0.998836447,0.998262865,,,,,,,,,,,,
5705,Cluster:13,0.992599654,0.982765973,0.995559792,0.989614429,0.999672239,0.999344477,0.999442806,0.999278925,,,,,,,,,,,,
5708,Cluster:13,0.991044327,0.982841231,0.994180067,0.987883501,0.999606686,0.999082268,0.999196985,0.999016716,,,,,,,,,,,,
5710,Cluster:13,0.989413742,0.982615458,0.992524396,0.987181095,0.999754179,0.99949197,0.999541134,0.999410029,,,,,,,,,,,,
5713,Cluster:13,0.989689687,0.981787623,0.99330206,0.986854978,0.999328089,0.9982137,0.998721731,0.997230416,,,,,,,,,,,,
5714,Cluster:13,0.989790031,0.981812709,0.99262474,0.986804806,0.99957391,0.998901999,0.999049492,0.99863979,,,,,,,,,,,,
5719,Cluster:13,0.987808243,0.978426109,0.990341921,0.982841231,0.99914782,0.99855785,0.998607014,0.998459521,,,,,,,,,,,,
5720,Cluster:13,0.987005494,0.978576625,0.989539172,0.983794496,0.998688954,0.997951491,0.998164536,0.997689282,,,,,,,,,,,,
5721,Cluster:13,0.989112711,0.979304117,0.991796904,0.984848105,0.999311701,0.99855785,0.998770895,0.998328417,,,,,,,,,,,,
5879,Cluster:13,0.994029551,0.984471816,0.996287284,0.99114467,0.999705015,0.999196985,0.999311701,0.999033104,,,,,,,,,,,,
5885,Cluster:13,0.990291749,0.979078343,0.9930512,0.985098964,0.999246149,0.998869223,0.99898394,0.998721731,,,,,,,,,,,,
5901,Cluster:13,0.993628177,0.984396558,0.996513057,0.991119585,0.99991806,0.999852507,0.999901672,0.999836119,,,,,,,,,,,,
6129,Cluster:13,0.99453127,0.984898277,0.997165291,0.992449138,0.999606686,0.998852835,0.999196985,0.996492953,,,,,,,,,,,,
6133,Cluster:13,0.996237112,0.986102401,0.99809347,0.994606527,0.999934448,0.999770567,0.999868895,0.999721403,,,,,,,,,,,,
6157,Cluster:13,0.999021649,0.992047764,0.999272508,0.997942955,0.999950836,0.99991806,0.999950836,0.99991806,,,,,,,,,,,,
6167,Cluster:13,0.991470787,0.984070441,0.994782129,0.987883501,0.999901672,0.999688627,0.999901672,0.999426418,,,,,,,,,,,,
6184,Cluster:13,0.993452575,0.98309209,0.996011339,0.989940546,0.999655851,0.999115044,0.999344477,0.99898394,,,,,,,,,,,,
6185,Cluster:13,0.994154981,0.983995184,0.99686426,0.991295186,0.999836119,0.999459194,0.999721403,0.999442806,,,,,,,,,,,,
6301,Cluster:13,0.990492437,0.982916489,0.993502747,0.988084188,0.999459194,0.998951164,0.999049492,0.998885611,,,,,,,,,,,,
6390,Cluster:13,0.988360133,0.979931265,0.990467351,0.984873191,0.99949197,0.998721731,0.99898394,0.998623402,,,,,,,,,,,,
6396,Cluster:13,0.9877079,0.979279031,0.98936357,0.983192434,0.999262537,0.998377581,0.998738119,0.998017044,,,,,,,,,,,,
6415,Cluster:13,0.98991546,0.979429546,0.991997592,0.985826456,0.999688627,0.999098656,0.999344477,0.998901999,,,,,,,,,,,,
6421,Cluster:13,0.993101372,0.983267692,0.995885909,0.989514086,0.999770567,0.99914782,0.999524746,0.99863979,,,,,,,,,,,,
6427,Cluster:13,0.993452575,0.982715802,0.996387628,0.990818554,0.999541134,0.998934775,0.999164208,0.998738119,,,,,,,,,,,,
6428,Cluster:13,0.992273537,0.983694152,0.996362542,0.989539172,0.999885284,0.999770567,0.999836119,0.999737791,,,,,,,,,,,,
6430,Cluster:13,0.996964604,0.984622331,0.997190377,0.993452575,0.999541134,0.999131432,0.999295313,0.99906588,,,,,,,,,,,,
6432,Cluster:13,0.99194742,0.981938138,0.995961167,0.987933673,0.999606686,0.999098656,0.999377253,0.998901999,,,,,,,,,,,,
6500,Cluster:13,0.991922334,0.984396558,0.995133332,0.990367007,0.999901672,0.999786955,0.999803343,0.999770567,,,,,,,,,,,,
6628,Cluster:13,0.991345358,0.982590372,0.994104809,0.987381783,0.999672239,0.999115044,0.999262537,0.998656178,,,,,,,,,,,,
6631,Cluster:13,0.988109274,0.979981436,0.990818554,0.984145699,0.999836119,0.999524746,0.999623074,0.999459194,,,,,,,,,,,,
6717,Cluster:13,0.987732985,0.978626797,0.989388656,0.983418207,0.996509341,0.989855785,0.991117666,0.987725336,,,,,,,,,,,,
6726,Cluster:13,0.989890375,0.978325766,0.992373881,0.983719238,0.999852507,0.999705015,0.999786955,0.999606686,,,,,,,,,,,,
6742,Cluster:13,0.990918897,0.981963224,0.994104809,0.9877079,0.999541134,0.998590626,0.99914782,0.998148148,,,,,,,,,,,,
6748,Cluster:13,0.992198279,0.983117176,0.994757043,0.989865289,0.999639462,0.999246149,0.999311701,0.999115044,,,,,,,,,,,,
6888,Cluster:13,0.990994155,0.982590372,0.99317663,0.988234704,0.999705015,0.999639462,0.999639462,0.999557522,,,,,,,,,,,,
6923,Cluster:13,0.989764945,0.982289341,0.992373881,0.986428518,0.999705015,0.999229761,0.999377253,0.998836447,,,,,,,,,,,,
6950,Cluster:13,0.994757043,0.985951885,0.997692095,0.992800341,0.999770567,0.999426418,0.999524746,0.999377253,,,,,,,,,,,,
6993,Cluster:13,0.988585907,0.979605148,0.991094499,0.985149136,0.999246149,0.998688954,0.998869223,0.998492298,,,,,,,,,,,,
7001,Cluster:13,0.987532298,0.971452224,0.986553947,0.973960816,0.989888561,0.978089151,0.980596526,0.973647984,,,,,,,,,,,,
7170,Cluster:13,0.990567694,0.983543637,0.994154981,0.987833329,0.999901672,0.999819731,0.999852507,0.999770567,,,,,,,,,,,,
7171,Cluster:13,0.989463914,0.977874219,0.99071821,0.982740888,0.998410357,0.996869879,0.997443461,0.995607997,,,,,,,,,,,,
7284,Cluster:13,0.989664601,0.981386248,0.991420616,0.985951885,0.999016716,0.998017044,0.998459521,0.99754179,,,,,,,,,,,,
7311,Cluster:13,0.990116148,0.983543637,0.993276974,0.987356697,0.99991806,0.999901672,0.999901672,0.999770567,,,,,,,,,,,,
7317,Cluster:13,0.991520959,0.982464942,0.993552919,0.987431954,0.998918387,0.998377581,0.998508686,0.998246477,,,,,,,,,,,,
7323,Cluster:13,0.992173193,0.983142262,0.996287284,0.989539172,0.999868895,0.999688627,0.999786955,0.999623074,,,,,,,,,,,,
7335,Cluster:13,0.988761508,0.981411334,0.991972506,0.986177658,0.994247788,0.943706981,0.979760734,0.779121599,,,,,,,,,,,,
7341,Cluster:13,0.988661164,0.981160475,0.9912701,0.986002057,0.999803343,0.999508358,0.999639462,0.999475582,,,,,,,,,,,,
7384,Cluster:13,0.990843639,0.981737451,0.992975943,0.986854978,0.999639462,0.998934775,0.999131432,0.998623402,,,,,,,,,,,,
7385,Cluster:13,0.990492437,0.981511677,0.993226802,0.98703058,0.99949197,0.99914782,0.999262537,0.999049492,,,,,,,,,,,,
7415,Cluster:13,0.990768382,0.979755663,0.992248451,0.986202744,0.999393641,0.998623402,0.998820059,0.998410357,,,,,,,,,,,,
7416,Cluster:13,0.989865289,0.979429546,0.991847076,0.985098964,0.999737791,0.999344477,0.999590298,0.999082268,,,,,,,,,,,,
7419,Cluster:13,0.989162883,0.98088453,0.992424052,0.985575596,0.999770567,0.999590298,0.999672239,0.999442806,,,,,,,,,,,,
7458,Cluster:13,0.990893811,0.981586935,0.99372852,0.986127487,0.998705343,0.997951491,0.998180924,0.997771223,,,,,,,,,,,,
7520,Cluster:13,0.99262474,0.984296215,0.996036425,0.990693124,0.999836119,0.999737791,0.999786955,0.999721403,,,,,,,,,,,,
7555,Cluster:13,0.992474224,0.983393121,0.99563505,0.989940546,0.99991806,0.999754179,0.999754179,0.999721403,,,,,,,,,,,,
7756,Cluster:13,0.994004465,0.984722675,0.997115119,0.991320272,0.99949197,0.99914782,0.999278925,0.99906588,,,,,,,,,,,,
7879,Cluster:13,0.990893811,0.981185561,0.993126458,0.987331611,0.999442806,0.99898394,0.999098656,0.998918387,,,,,,,,,,,,
7979,Cluster:13,0.990216491,0.979805835,0.992148107,0.986428518,0.999754179,0.999590298,0.999655851,0.999524746,,,,,,,,,,,,
8073,Cluster:13,0.991245014,0.981060131,0.99372852,0.986980408,0.999655851,0.999311701,0.999426418,0.999180597,,,,,,,,,,,,
8079,Cluster:13,0.990316835,0.979755663,0.99182199,0.985600682,0.998738119,0.997672894,0.998148148,0.997525402,,,,,,,,,,,,
8409,Cluster:13,0.985525425,0.977221985,0.987933673,0.981712365,0.999459194,0.998951164,0.999115044,0.998820059,,,,,,,,,,,,
8663,Cluster:13,0.991520959,0.982163911,0.994004465,0.98825979,0.992051786,0.947689282,0.974598492,0.845231072,,,,,,,,,,,,
8664,Cluster:13,0.992047764,0.984145699,0.995007902,0.989012367,0.999819731,0.999328089,0.999541134,0.99914782,,,,,,,,,,,,
8666,Cluster:13,0.989639515,0.981085217,0.992148107,0.985399995,0.999311701,0.998508686,0.998754507,0.998279253,,,,,,,,,,,,
8668,Cluster:13,0.990316835,0.982590372,0.993477661,0.987431954,0.999803343,0.99949197,0.999590298,0.999278925,,,,,,,,,,,,
8683,Cluster:13,0.990893811,0.982289341,0.993377317,0.987557384,0.997459849,0.995460505,0.996345461,0.994723042,,,,,,,,,,,,
8724,Cluster:13,0.988159446,0.977397587,0.990141234,0.983267692,0.999377253,0.998885611,0.999033104,0.998770895,,,,,,,,,,,,
8763,Cluster:13,0.99182199,0.981285904,0.994230239,0.987482126,0.999688627,0.999344477,0.999442806,0.999213373,,,,,,,,,,,,
8878,Cluster:13,0.99114467,0.978978,0.992022678,0.983593809,0.997443461,0.996411013,0.996656834,0.996001311,,,,,,,,,,,,
8896,Cluster:13,0.990241577,0.98186288,0.993327145,0.987783157,0.999262537,0.998820059,0.998951164,0.998803671,,,,,,,,,,,,
9141,Cluster:13,0.989664601,0.978275594,0.991671475,0.985023706,0.999196985,0.998279253,0.998754507,0.997787611,,,,,,,,,,,,
9184,Cluster:13,0.991445702,0.982188997,0.994606527,0.987958759,0.999737791,0.999377253,0.999459194,0.999278925,,,,,,,,,,,,
9296,Cluster:13,0.987833329,0.980683842,0.991069413,0.984797933,0.999705015,0.999393641,0.999475582,0.999164208,,,,,,,,,,,,
9403,Cluster:13,0.988987281,0.980357725,0.991771818,0.985425081,0.999688627,0.999278925,0.999328089,0.999196985,,,,,,,,,,,,
9553,Cluster:13,0.987933673,0.979304117,0.990693124,0.985199308,0.999377253,0.998836447,0.99906588,0.998607014,,,,,,,,,,,,
9555,Cluster:13,0.990542608,0.980257382,0.99249931,0.985851542,0.999115044,0.998410357,0.998541462,0.998197312,,,,,,,,,,,,
9556,Cluster:13,0.992047764,0.982038482,0.994731957,0.988761508,0.999901672,0.999819731,0.999868895,0.999754179,,,,,,,,,,,,
9588,Cluster:13,0.991119585,0.983292778,0.994129895,0.989062539,0.999737791,0.999426418,0.999475582,0.999295313,,,,,,,,,,,,
9643,Cluster:13,0.993126458,0.980859444,0.995283847,0.988636079,0.999557522,0.999115044,0.999262537,0.998836447,,,,,,,,,,,,
9741,Cluster:13,0.992875599,0.98266563,0.994456012,0.989739859,0.999393641,0.998738119,0.999049492,0.998574238,,,,,,,,,,,,
9782,Cluster:13,0.991646389,0.980157038,0.994631613,0.986403432,0.983087512,0.743592265,0.850606359,0.450770239,,,,,,,,,,,,
9802,Cluster:13,0.992248451,0.980382811,0.994506184,0.987256353,0.99906588,0.998459521,0.998623402,0.998279253,,,,,,,,,,,,
9948,Cluster:13,0.990642952,0.980131952,0.993126458,0.986378346,0.999606686,0.999262537,0.999410029,0.999164208,,,,,,,,,,,,
9987,Cluster:13,0.99114467,0.981837794,0.995058074,0.987758071,0.999672239,0.999180597,0.999524746,0.998688954,,,,,,,,,,,,
10016,Cluster:13,0.99194742,0.980984873,0.993753606,0.987908587,0.999311701,0.998656178,0.998770895,0.998508686,,,,,,,,,,,,
10093,Cluster:13,0.99071821,0.981687279,0.993327145,0.98690515,0.999770567,0.999213373,0.999410029,0.998951164,,,,,,,,,,,,
10097,Cluster:13,0.991194842,0.981812709,0.994380754,0.98745704,0.999541134,0.999278925,0.999311701,0.999196985,,,,,,,,,,,,
10130,Cluster:13,0.993477661,0.983117176,0.995860823,0.989764945,0.99898394,0.997132088,0.998426745,0.995968535,,,,,,,,,,,,
10134,Cluster:13,0.98881168,0.98143642,0.991345358,0.985976971,0.999655851,0.999328089,0.99949197,0.999196985,,,,,,,,,,,,
10160,Cluster:13,0.994782129,0.980784186,0.994481098,0.986553947,0.985545723,0.906850213,0.931399541,0.875532612,,,,,,,,,,,,
10383,Cluster:13,0.992273537,0.983443293,0.995007902,0.989388656,0.999557522,0.999000328,0.999115044,0.998721731,,,,,,,,,,,,
10456,Cluster:13,0.987105837,0.979630234,0.990091062,0.982791059,0.99914782,0.997918715,0.998459521,0.99754179,,,,,,,,,,,,
10467,Cluster:13,0.989112711,0.979881093,0.990918897,0.984120613,0.999295313,0.99863979,0.998770895,0.998525074,,,,,,,,,,,,
10487,Cluster:13,0.991897248,0.983142262,0.995559792,0.988962196,0.999246149,0.998443133,0.998869223,0.998295641,,,,,,,,,,,,
10521,Cluster:13,0.994380754,0.984371472,0.996638487,0.99071821,0.999639462,0.999213373,0.999344477,0.999131432,,,,,,,,,,,,
10528,Cluster:13,0.99864536,0.995785566,0.997717181,0.995710308,0.999196985,0.99762373,0.998328417,0.997066536,,,,,,,,,,,,
10542,Cluster:13,0.989589344,0.981285904,0.992750169,0.986027143,0.999786955,0.99949197,0.999557522,0.999426418,,,,,,,,,,,,
