,,Detection Rate (Global Expression Specificity),,,,,,,,,,,,Detection Rate (Global Expression Specificity),,,,,,,
GeneID,Cluster,Recount2 TPM 0.1,Recount2 TPM 1.0,Recount2 RPKM 0.3,Recount2 RPKM 1.0,Dee2 TPM 0.1,Dee2 TPM 1.0,Dee2 RPKM 0.3,Dee2 RPKM 1.0,,,,,Recount2,,,,Dee2,,,
5813,Cluster:10,0.959360811,0.89358553,0.94147455,0.855755964,0.993756146,0.974287119,0.986119305,0.926745329,,,,,,,,,,,,
5877,Cluster:10,0.961468028,0.92592128,0.954945689,0.922333994,0.996755162,0.995198296,0.996099639,0.991543756,,,,,,,,,,,,
5893,Cluster:10,0.956576274,0.913052204,0.946466648,0.898326769,0.991642085,0.981448705,0.987299246,0.96561783,,,,,,,,,,,,
6341,Cluster:10,0.962697238,0.920176605,0.950530567,0.913779695,0.993608653,0.987725336,0.990036054,0.985152409,,,,,,,,,,,,
6645,Cluster:10,0.96342473,0.88319996,0.932669393,0.85098964,0.989233038,0.952359882,0.969682071,0.918452966,,,,,,,,,,,,
6871,Cluster:10,0.964001706,0.922484509,0.95211098,0.91867145,0.99439528,0.991166831,0.993198951,0.986971485,,,,,,,,,,,,
6936,Cluster:10,0.96778968,0.92278554,0.953089331,0.908611996,0.992707309,0.985070469,0.989265814,0.974303507,,,,,,,,,,,,
7582,Cluster:10,0.96084088,0.900860447,0.942728846,0.87459549,0.992805637,0.98013766,0.987856441,0.955195018,,,,,,,,,,,,
7587,Cluster:10,0.958658405,0.901613025,0.940094825,0.888016456,0.989396919,0.969927892,0.980432645,0.942297607,,,,,,,,,,,,
7752,Cluster:10,0.941825753,0.900308557,0.928254271,0.88375185,0.989691904,0.983136676,0.987020649,0.972861357,,,,,,,,,,,,
8100,Cluster:10,0.952813386,0.910066979,0.941424378,0.898703058,0.994018355,0.988216978,0.991478204,0.978498853,,,,,,,,,,,,
8417,Cluster:10,0.964428166,0.909314402,0.953515792,0.892030203,0.996411013,0.989495247,0.993756146,0.973434939,,,,,,,,,,,,
8846,Cluster:10,0.941650152,0.901337079,0.930361488,0.89807591,0.991494592,0.987643396,0.989413307,0.985955424,,,,,,,,,,,,
8907,Cluster:10,0.965506861,0.906053232,0.941324035,0.889295838,0.995132743,0.988053097,0.992068174,0.978089151,,,,,,,,,,,,
9025,Cluster:10,0.956149813,0.907257356,0.942528159,0.899330206,0.995444117,0.992412324,0.994362504,0.986561783,,,,,,,,,,,,
9063,Cluster:10,0.969771467,0.909364574,0.95346562,0.879788275,0.99482137,0.982186168,0.989839397,0.946968207,,,,,,,,,,,,
9101,Cluster:10,0.979454632,0.941173519,0.973634699,0.933948775,0.997836775,0.987102589,0.994329728,0.973631596,,,,,,,,,,,,
9139,Cluster:10,0.953691393,0.892080375,0.933647744,0.885081404,0.991265159,0.984201901,0.987708948,0.97835136,,,,,,,,,,,,
9575,Cluster:10,0.963725761,0.905601686,0.947771116,0.882171437,0.991412652,0.973647984,0.984234677,0.940642412,,,,,,,,,,,,
9710,Cluster:10,0.963048441,0.904748765,0.944961493,0.888442917,0.992264831,0.973910193,0.983677483,0.957096034,,,,,,,,,,,,
9711,Cluster:10,0.960238818,0.906028146,0.948950154,0.90065976,0.995018027,0.988774172,0.99303507,0.97971157,,,,,,,,,,,,
9765,Cluster:10,0.968140883,0.917969044,0.954117854,0.893736046,0.992658145,0.978007211,0.986725664,0.959259259,,,,,,,,,,,,
9819,Cluster:10,0.974186589,0.926849459,0.965481775,0.919072824,0.996214356,0.984365782,0.991904294,0.968780728,,,,,,,,,,,,
9851,Cluster:10,0.938639841,0.877204425,0.917969044,0.864736723,0.989855785,0.978203868,0.986348738,0.968584071,,,,,,,,,,,,
9941,Cluster:10,0.943732283,0.89303364,0.929207536,0.874821263,0.98905277,0.982710587,0.986529007,0.971927237,,,,,,,,,,,,
10201,Cluster:10,0.961267341,0.923563204,0.950480395,0.918821965,0.994067519,0.989085546,0.99159292,0.9848902,,,,,,,,,,,,
10352,Cluster:10,0.949175928,0.911446705,0.937661491,0.903068008,0.990707965,0.985365454,0.987971157,0.979121599,,,,,,,,,,,,
10818,Cluster:10,0.959009608,0.90803502,0.944083486,0.891428141,0.992822026,0.981596198,0.988053097,0.970943953,,,,,,,,,,,,
10827,Cluster:10,0.952637784,0.914231242,0.942578331,0.906404435,0.99346116,0.987676172,0.990789905,0.983071124,,,,,,,,,,,,
10910,Cluster:10,0.980357725,0.940446028,0.973634699,0.936231593,0.998918387,0.992543428,0.996329072,0.98641429,,,,,,,,,,,,
22841,Cluster:10,0.948498608,0.892883125,0.933497228,0.869954594,0.990675188,0.976253687,0.985054081,0.950376926,,,,,,,,,,,,
22847,Cluster:10,0.949953591,0.888869378,0.926147054,0.873642225,0.989659128,0.965519502,0.973959358,0.948852835,,,,,,,,,,,,
23011,Cluster:10,0.978952914,0.945939844,0.974763565,0.945513383,0.998115372,0.99388725,0.996558505,0.988921665,,,,,,,,,,,,
23041,Cluster:10,0.962496551,0.909013371,0.9458395,0.895517146,0.991871518,0.980924287,0.987118977,0.970878401,,,,,,,,,,,,
23059,Cluster:10,0.95961167,0.914607531,0.945764243,0.904422648,0.993166175,0.978056375,0.987233694,0.943395608,,,,,,,,,,,,
23132,Cluster:10,0.974838823,0.924416125,0.959536412,0.919950832,0.994526385,0.983988856,0.989904949,0.976499508,,,,,,,,,,,,
23169,Cluster:10,0.949226099,0.887966285,0.927551865,0.869954594,0.986479843,0.974565716,0.981104556,0.957882661,,,,,,,,,,,,
23262,Cluster:10,0.971276622,0.912575571,0.951709605,0.895140857,0.995739102,0.97818748,0.989839397,0.958456244,,,,,,,,,,,,
23378,Cluster:10,0.962421293,0.920051175,0.951408574,0.906504779,0.99473943,0.987102589,0.991724025,0.979760734,,,,,,,,,,,,
23408,Cluster:10,0.949326443,0.902265259,0.935754961,0.888518175,0.991805965,0.984611603,0.98870862,0.971435595,,,,,,,,,,,,
23503,Cluster:10,0.945488297,0.889697213,0.926573514,0.878458721,0.987332022,0.975958702,0.981383153,0.967289413,,,,,,,,,,,,
23536,Cluster:10,0.955171462,0.913854953,0.943029877,0.899606151,0.994723042,0.990691577,0.993411996,0.983857752,,,,,,,,,,,,
23660,Cluster:10,0.93858967,0.89752402,0.925444648,0.895466974,0.990117994,0.983890528,0.987627008,0.980711242,,,,,,,,,,,,
25778,Cluster:10,0.956400672,0.890299275,0.938363896,0.873742568,0.993493936,0.975188463,0.987200918,0.954572271,,,,,,,,,,,,
25820,Cluster:10,0.976118205,0.932819908,0.963926448,0.92782781,0.994886922,0.984496886,0.990380203,0.979760734,,,,,,,,,,,,
26005,Cluster:10,0.957880742,0.896495497,0.936081078,0.881193086,0.993133399,0.9820059,0.989478859,0.972107506,,,,,,,,,,,,
26146,Cluster:10,0.941524722,0.879838447,0.922559767,0.867044628,0.989233038,0.979826286,0.985152409,0.961356932,,,,,,,,,,,,
26175,Cluster:10,0.95143366,0.905275569,0.94215187,0.896997215,0.991560144,0.974057686,0.984496886,0.922959685,,,,,,,,,,,,
26984,Cluster:10,0.958432632,0.918771793,0.947695858,0.909715777,0.992641757,0.984955752,0.98913471,0.970222878,,,,,,,,,,,,
28977,Cluster:10,0.978476281,0.937586233,0.969646038,0.922760455,0.998918387,0.990593248,0.996427401,0.972369715,,,,,,,,,,,,
28982,Cluster:10,0.957805484,0.88676216,0.933948775,0.840528811,0.990183546,0.971189774,0.98403802,0.936365126,,,,,,,,,,,,
28990,Cluster:10,0.947520257,0.910418182,0.939342247,0.901838798,0.986234022,0.973893805,0.979482137,0.952851524,,,,,,,,,,,,
29063,Cluster:10,0.94270376,0.896696184,0.927652209,0.887539824,0.98998689,0.984742707,0.987708948,0.980285152,,,,,,,,,,,,
29914,Cluster:10,0.951383488,0.90188897,0.935679703,0.895692748,0.992084562,0.986905932,0.989839397,0.983366109,,,,,,,,,,,,
29929,Cluster:10,0.95291373,0.907834333,0.937812006,0.885909239,0.992100951,0.984955752,0.988757784,0.97071452,,,,,,,,,,,,
49854,Cluster:10,0.94664225,0.880766626,0.927050147,0.859819883,0.988135038,0.972779417,0.983546378,0.94727958,,,,,,,,,,,,
49855,Cluster:10,0.961016481,0.912976946,0.949577302,0.898326769,0.992215667,0.979154376,0.986922321,0.958390692,,,,,,,,,,,,
51011,Cluster:10,0.956726789,0.913955297,0.942603417,0.905802373,0.99201901,0.985955424,0.988856113,0.973271059,,,,,,,,,,,,
51018,Cluster:10,0.969395178,0.919975918,0.955873868,0.897699621,0.996197968,0.981809243,0.990380203,0.951933792,,,,,,,,,,,,
51106,Cluster:10,0.958959436,0.920929182,0.950480395,0.911120588,0.993674205,0.987807276,0.990593248,0.977286136,,,,,,,,,,,,
51174,Cluster:10,0.953114417,0.905175225,0.940220254,0.878759752,0.992412324,0.98395608,0.988741396,0.968223533,,,,,,,,,,,,
51304,Cluster:10,0.962095176,0.922384166,0.951032286,0.918771793,0.995902983,0.992297607,0.994542773,0.990265487,,,,,,,,,,,,
51619,Cluster:10,0.958633319,0.904949452,0.941424378,0.89739859,0.99346116,0.985070469,0.990462144,0.94431334,,,,,,,,,,,,
54065,Cluster:10,0.963123699,0.920276949,0.95032988,0.912575571,0.008144871,0.0000656,0.0000819,0.0000492,,,,,,,,,,,,
54629,Cluster:10,0.963525073,0.905476256,0.950229536,0.881243258,0.995280236,0.979891839,0.990019666,0.944493609,,,,,,,,,,,,
54664,Cluster:10,0.964453252,0.902240173,0.944083486,0.874495146,0.988954441,0.974205179,0.982726975,0.951425762,,,,,,,,,,,,
54665,Cluster:10,0.956325415,0.914883476,0.945688985,0.902290344,0.993559489,0.983595542,0.989544412,0.97309079,,,,,,,,,,,,
54805,Cluster:10,0.975767002,0.929282794,0.961016481,0.927025061,0.989314979,0.844329728,0.951212717,0.515748935,,,,,,,,,,,,
54806,Cluster:10,0.95961167,0.899204776,0.938238467,0.862855279,0.992789249,0.952114061,0.974467388,0.906243854,,,,,,,,,,,,
54808,Cluster:10,0.956049469,0.915911999,0.945463211,0.913453579,0.99516552,0.992248443,0.99396919,0.988643068,,,,,,,,,,,,
54879,Cluster:10,0.963750847,0.928304443,0.955748438,0.916915435,0.993493936,0.988446411,0.991445428,0.963651262,,,,,,,,,,,,
54916,Cluster:10,0.938012693,0.889797557,0.924466297,0.878784838,0.992199279,0.984742707,0.98998689,0.97495903,,,,,,,,,,,,
54980,Cluster:10,0.95961167,0.919047739,0.948799639,0.913679352,0.989544412,0.983644707,0.9866765,0.976974762,,,,,,,,,,,,
55051,Cluster:10,0.980558413,0.947169054,0.977046384,0.947595515,0.994001967,0.965830875,0.984447722,0.857718781,,,,,,,,,,,,
55094,Cluster:10,0.949125756,0.905952889,0.937510975,0.90256629,0.992608981,0.986692888,0.989495247,0.982808915,,,,,,,,,,,,
55102,Cluster:10,0.952838472,0.878935354,0.923287259,0.86463638,0.989167486,0.972517207,0.980989839,0.953408718,,,,,,,,,,,,
55131,Cluster:10,0.973584527,0.922158392,0.962722324,0.905877631,0.995640774,0.986856768,0.991478204,0.973664372,,,,,,,,,,,,
55171,Cluster:10,0.960113388,0.911446705,0.944861149,0.900960791,0.99159292,0.982038676,0.988003933,0.974975418,,,,,,,,,,,,
55188,Cluster:10,0.94664225,0.884830545,0.924792414,0.86438552,0.988135038,0.977122255,0.982464766,0.961684694,,,,,,,,,,,,
55252,Cluster:10,0.963951534,0.900584502,0.945463211,0.886912676,0.995018027,0.982579482,0.990249099,0.971517535,,,,,,,,,,,,
55266,Cluster:10,0.955748438,0.904196874,0.934626094,0.896144294,0.991199607,0.982235333,0.987118977,0.967141921,,,,,,,,,,,,
55275,Cluster:10,0.976670095,0.929684168,0.963575245,0.924090008,0.995657162,0.985250737,0.990757129,0.97776139,,,,,,,,,,,,
55279,Cluster:10,0.957077992,0.894187593,0.938890701,0.873165592,0.992690921,0.973631596,0.986201245,0.947214028,,,,,,,,,,,,
55284,Cluster:10,0.976745353,0.93477661,0.96698693,0.922961142,0.996902655,0.985496559,0.992297607,0.962553261,,,,,,,,,,,,
55331,Cluster:10,0.96084088,0.903971101,0.944785892,0.890224017,0.994968863,0.987233694,0.99193707,0.976138971,,,,,,,,,,,,
55421,Cluster:10,0.96901889,0.923914407,0.957955999,0.920151519,0.995952147,0.989495247,0.992985906,0.98675844,,,,,,,,,,,,
55435,Cluster:10,0.943080049,0.879763189,0.924466297,0.861274866,0.991297935,0.977613897,0.986201245,0.958030154,,,,,,,,,,,,
55527,Cluster:10,0.969043976,0.92494293,0.955597923,0.919925746,0.968862668,0.619993445,0.725663717,0.484054408,,,,,,,,,,,,
55610,Cluster:10,0.950104107,0.896370067,0.93028623,0.882071093,0.991101278,0.98072763,0.986299574,0.971156998,,,,,,,,,,,,
55634,Cluster:10,0.948272834,0.909515089,0.935604445,0.904999624,0.991379875,0.986529007,0.988741396,0.981907571,,,,,,,,,,,,
55670,Cluster:10,0.969069062,0.894538795,0.940019567,0.880641196,0.98811865,0.97114061,0.979662406,0.956751885,,,,,,,,,,,,
55703,Cluster:10,0.944259087,0.89192986,0.926372827,0.876326418,0.990298263,0.981448705,0.985988201,0.967158309,,,,,,,,,,,,
55745,Cluster:10,0.964051878,0.915585882,0.951483832,0.906429521,0.996542117,0.990331039,0.994575549,0.980465421,,,,,,,,,,,,
56852,Cluster:10,0.955171462,0.88307453,0.93342197,0.848330532,0.994657489,0.969878728,0.987545067,0.935594887,,,,,,,,,,,,
56942,Cluster:10,0.977146728,0.932844994,0.968040539,0.910192409,0.99847591,0.992215667,0.996542117,0.939823009,,,,,,,,,,,,
56946,Cluster:10,0.960640193,0.913654266,0.946391391,0.905250483,0.994346116,0.985431006,0.990478532,0.978138315,,,,,,,,,,,,
57107,Cluster:10,0.945563555,0.902641547,0.930361488,0.899330206,0.990544084,0.985889872,0.987954769,0.982153392,,,,,,,,,,,,
57147,Cluster:10,0.971226451,0.917642927,0.951207887,0.906855982,0.988839725,0.973484104,0.983300557,0.93294002,,,,,,,,,,,,
57150,Cluster:10,0.954243283,0.910794471,0.943105135,0.891879688,0.992674533,0.984365782,0.98913471,0.957358243,,,,,,,,,,,,
57213,Cluster:10,0.951985551,0.88947144,0.932619221,0.871083461,0.995214684,0.984988528,0.990970174,0.957997378,,,,,,,,,,,,
57508,Cluster:10,0.957077992,0.897323332,0.937711662,0.875047036,0.990445755,0.975794821,0.985496559,0.954736152,,,,,,,,,,,,
57511,Cluster:10,0.950154278,0.897197903,0.934049118,0.884855631,0.994624713,0.986184857,0.991543756,0.974631268,,,,,,,,,,,,
57541,Cluster:10,0.939718536,0.892557008,0.92727592,0.886486215,0.988413635,0.982186168,0.985562111,0.976860046,,,,,,,,,,,,
57563,Cluster:10,0.955848782,0.914607531,0.945312696,0.905150139,0.992789249,0.985840708,0.990347427,0.975958702,,,,,,,,,,,,
57570,Cluster:10,0.971251537,0.919975918,0.95838246,0.887665253,0.993002294,0.974975418,0.986283186,0.926663389,,,,,,,,,,,,
57614,Cluster:10,0.943907885,0.885884153,0.924190352,0.87311542,0.991330711,0.979727958,0.985988201,0.970976729,,,,,,,,,,,,
57695,Cluster:10,0.962120262,0.905125053,0.946190703,0.870004766,0.991248771,0.941166831,0.970337594,0.859521468,,,,,,,,,,,,
57721,Cluster:10,0.96219552,0.915886913,0.951609262,0.907683817,0.994247788,0.98548017,0.990331039,0.977990823,,,,,,,,,,,,
57724,Cluster:10,0.948925068,0.88701302,0.930587261,0.87311542,0.989511636,0.974975418,0.983185841,0.960521141,,,,,,,,,,,,
63897,Cluster:10,0.949953591,0.896771442,0.932719565,0.884705115,0.989773845,0.980055719,0.985922648,0.968600459,,,,,,,,,,,,
64149,Cluster:10,0.964377995,0.911622306,0.945914758,0.898025738,0.992395936,0.985037693,0.988888889,0.969747624,,,,,,,,,,,,
64172,Cluster:10,0.939969395,0.898878659,0.927125405,0.886185184,0.990117994,0.981678138,0.986102917,0.968321862,,,,,,,,,,,,
64282,Cluster:10,0.96096631,0.899681409,0.944585204,0.885006146,0.994411668,0.979842675,0.98921665,0.960652245,,,,,,,,,,,,
64417,Cluster:10,0.950028849,0.895742919,0.930637433,0.875624012,0.992281219,0.981219272,0.987577843,0.963094068,,,,,,,,,,,,
64418,Cluster:10,0.943004791,0.885332263,0.924767328,0.866216793,0.978597181,0.967961324,0.974237955,0.95381842,,,,,,,,,,,,
64430,Cluster:10,0.977021298,0.929307879,0.968115797,0.91596217,0.995280236,0.981366765,0.991379875,0.959554245,,,,,,,,,,,,
64768,Cluster:10,0.94528761,0.901738454,0.931816471,0.897699621,0.983169453,0.948869223,0.972123894,0.850540806,,,,,,,,,,,,
64794,Cluster:10,0.939292075,0.892180719,0.921380729,0.867320573,0.990232711,0.985070469,0.987610619,0.971451983,,,,,,,,,,,,
64895,Cluster:10,0.958407546,0.901261822,0.943180393,0.882622984,0.992805637,0.981055392,0.988364471,0.965650606,,,,,,,,,,,,
64897,Cluster:10,0.964578682,0.920101347,0.952437097,0.912801345,0.994001967,0.988495575,0.991183219,0.983513602,,,,,,,,,,,,
64940,Cluster:10,0.956977648,0.920276949,0.947118882,0.912600657,0.99524746,0.991625696,0.993723369,0.980760406,,,,,,,,,,,,
66036,Cluster:10,0.95075634,0.899280034,0.935830218,0.882246695,0.990314651,0.980055719,0.987217306,0.959390364,,,,,,,,,,,,
79068,Cluster:10,0.968742945,0.919800316,0.955397236,0.905049796,0.996624058,0.988479187,0.994034743,0.974860701,,,,,,,,,,,,
79072,Cluster:10,0.94461029,0.897549106,0.929282794,0.885206833,0.991035726,0.984759095,0.988266142,0.977810554,,,,,,,,,,,,
79177,Cluster:10,0.951207887,0.915560796,0.942377643,0.909464917,0.991904294,0.985775156,0.988593904,0.974254343,,,,,,,,,,,,
79183,Cluster:10,0.960891052,0.907759075,0.942001355,0.899129519,0.993690593,0.985086857,0.991265159,0.975237627,,,,,,,,,,,,
79441,Cluster:10,0.951659434,0.897799965,0.933998946,0.8776058,0.989937725,0.975417896,0.984644379,0.950704687,,,,,,,,,,,,
79576,Cluster:10,0.971527482,0.928856333,0.960138474,0.925018187,0.993723369,0.985939036,0.989511636,0.97826942,,,,,,,,,,,,
79680,Cluster:10,0.961267341,0.913604094,0.948649123,0.90612849,0.989380531,0.980317929,0.984955752,0.971337266,,,,,,,,,,,,
79753,Cluster:10,0.944710634,0.898928831,0.927752552,0.893435015,0.989675516,0.9831039,0.986365126,0.980170436,,,,,,,,,,,,
79796,Cluster:10,0.954544314,0.903695156,0.936482452,0.895968693,0.983316945,0.908816781,0.960406424,0.675762045,,,,,,,,,,,,
79809,Cluster:10,0.953290018,0.908637082,0.941650152,0.891528485,0.990740741,0.9802196,0.986299574,0.967584399,,,,,,,,,,,,
79833,Cluster:10,0.968416828,0.907232271,0.947570429,0.874545318,0.99380531,0.982890855,0.989151098,0.961996067,,,,,,,,,,,,
79882,Cluster:10,0.975867346,0.930512004,0.964578682,0.920477636,0.997050147,0.988921665,0.994673877,0.973336611,,,,,,,,,,,,
79963,Cluster:10,0.945613727,0.888166972,0.925419562,0.866919198,0.931792855,0.48718453,0.656358571,0.171927237,,,,,,,,,,,,
80067,Cluster:10,0.941023004,0.879863533,0.920879011,0.860798234,0.99049492,0.980678466,0.986955097,0.969878728,,,,,,,,,,,,
80124,Cluster:10,0.96084088,0.90981612,0.946015102,0.894739483,0.99380531,0.982038676,0.990281875,0.968616847,,,,,,,,,,,,
80184,Cluster:10,0.961543286,0.887589996,0.937711662,0.858013697,0.994001967,0.953441495,0.976417568,0.907440184,,,,,,,,,,,,
80224,Cluster:10,0.955547751,0.905702029,0.936582796,0.886109926,0.992379548,0.980498197,0.987250082,0.955555556,,,,,,,,,,,,
80227,Cluster:10,0.967237789,0.913378321,0.948899982,0.904723679,0.993510324,0.986365126,0.990085218,0.976696165,,,,,,,,,,,,
80255,Cluster:10,0.962496551,0.906329177,0.945438126,0.876828136,0.994936087,0.979990167,0.990691577,0.945788266,,,,,,,,,,,,
80264,Cluster:10,0.956676617,0.883701678,0.932293104,0.846699947,0.984759095,0.956948541,0.973926581,0.914355949,,,,,,,,,,,,
80817,Cluster:10,0.956902391,0.913804781,0.944509947,0.89549206,0.994411668,0.985447394,0.991445428,0.967846608,,,,,,,,,,,,
81577,Cluster:10,0.945137095,0.891879688,0.925419562,0.887665253,0.989904949,0.983415274,0.986627335,0.977581121,,,,,,,,,,,,
81790,Cluster:10,0.95401751,0.911195846,0.941850839,0.904247046,0.994460833,0.988479187,0.991969846,0.978285808,,,,,,,,,,,,
83452,Cluster:10,0.95905978,0.911195846,0.947419913,0.895266287,0.993346444,0.980432645,0.988233366,0.958161259,,,,,,,,,,,,
83860,Cluster:10,0.951935379,0.902491032,0.942377643,0.895416803,0.995378564,0.990822681,0.99380531,0.984152737,,,,,,,,,,,,
83932,Cluster:10,0.950279708,0.907683817,0.93778692,0.898176254,0.991838741,0.983316945,0.988839725,0.970058997,,,,,,,,,,,,
84105,Cluster:10,0.958683491,0.917492412,0.948348092,0.904548077,0.992215667,0.985660439,0.988823337,0.973074402,,,,,,,,,,,,
84135,Cluster:10,0.966660813,0.923763891,0.955020947,0.908938113,0.992805637,0.985758768,0.98998689,0.970665356,,,,,,,,,,,,
84220,Cluster:10,0.972380403,0.90176354,0.954519228,0.857386549,0.020042609,0.000393314,0.000835792,0.000114716,,,,,,,,,,,,
84272,Cluster:10,0.979655319,0.934425407,0.964051878,0.924917844,0.996574893,0.988397247,0.991707637,0.982956408,,,,,,,,,,,,
84298,Cluster:10,0.975641572,0.934350149,0.968466999,0.92782781,0.996443789,0.981120944,0.990626024,0.941674861,,,,,,,,,,,,
84376,Cluster:10,0.978350852,0.935654617,0.968115797,0.923312345,0.997082924,0.986889544,0.99396919,0.962602425,,,,,,,,,,,,
84708,Cluster:10,0.963123699,0.913378321,0.952763214,0.894413366,0.882874467,0.600294985,0.686004589,0.42359882,,,,,,,,,,,,
84820,Cluster:10,0.976318892,0.924090008,0.965933322,0.903318867,0.840724353,0.197132088,0.333923304,0.040462144,,,,,,,,,,,,
84859,Cluster:10,0.96944535,0.923864235,0.955597923,0.919198254,0.994411668,0.98531629,0.990117994,0.979662406,,,,,,,,,,,,
84902,Cluster:10,0.959235381,0.90981612,0.945914758,0.902516118,0.992625369,0.984595215,0.988987217,0.975565388,,,,,,,,,,,,
85459,Cluster:10,0.975114768,0.926272483,0.962170434,0.902491032,0.99193707,0.949786955,0.973762701,0.886791216,,,,,,,,,,,,
85865,Cluster:10,0.961442942,0.907432958,0.945538469,0.88578381,0.992379548,0.979842675,0.987921993,0.950704687,,,,,,,,,,,,
90141,Cluster:10,0.948122319,0.885307177,0.931891729,0.844868675,0.990953786,0.960095051,0.981710914,0.879662406,,,,,,,,,,,,
90204,Cluster:10,0.962145348,0.910443268,0.941023004,0.904573163,0.990806293,0.979646018,0.98539823,0.972173058,,,,,,,,,,,,
90624,Cluster:10,0.965431603,0.911622306,0.950781426,0.897222989,0.995476893,0.984759095,0.991166831,0.9668961,,,,,,,,,,,,
91750,Cluster:10,0.954669744,0.909414746,0.940546371,0.901713368,0.993788922,0.989118322,0.991724025,0.983546378,,,,,,,,,,,,
91869,Cluster:10,0.950555653,0.90926423,0.938138123,0.902365602,0.994329728,0.986152081,0.991838741,0.97971157,,,,,,,,,,,,
91875,Cluster:10,0.954995861,0.903770414,0.940721973,0.888166972,0.9942314,0.987856441,0.992543428,0.975483448,,,,,,,,,,,,
92106,Cluster:10,0.950279708,0.907658731,0.93778692,0.896370067,0.993690593,0.987643396,0.991248771,0.980465421,,,,,,,,,,,,
114625,Cluster:10,0.953942252,0.895768005,0.937084514,0.874846349,0.986725664,0.970681744,0.981022616,0.921206162,,,,,,,,,,,,
114826,Cluster:10,0.950254622,0.889170409,0.925544992,0.878057346,0.992199279,0.986053753,0.989937725,0.979105211,,,,,,,,,,,,
114926,Cluster:10,0.957930913,0.914105812,0.948097233,0.903042922,0.996083251,0.991183219,0.994444444,0.979908227,,,,,,,,,,,,
115509,Cluster:10,0.944836064,0.898552542,0.930787949,0.889070065,0.992248443,0.986873156,0.99006883,0.980367093,,,,,,,,,,,,
120526,Cluster:10,0.956049469,0.905902717,0.938890701,0.890173845,0.993280892,0.981268437,0.989249426,0.966535562,,,,,,,,,,,,
122830,Cluster:10,0.944961493,0.88756491,0.927702381,0.879286556,0.991691249,0.982825303,0.98820059,0.97359882,,,,,,,,,,,,
123263,Cluster:10,0.961116825,0.91977523,0.948523694,0.90871234,0.993772534,0.988954441,0.991150442,0.98480826,,,,,,,,,,,,
126298,Cluster:10,0.958307202,0.90244086,0.942804104,0.889697213,0.991183219,0.979318256,0.986283186,0.963028515,,,,,,,,,,,,
129685,Cluster:10,0.971326794,0.933396884,0.962371121,0.932042245,0.995476893,0.988725008,0.992281219,0.984333006,,,,,,,,,,,,
129787,Cluster:10,0.96766425,0.92469207,0.957504453,0.921782104,0.99677155,0.990904621,0.99473943,0.984873812,,,,,,,,,,,,
132660,Cluster:10,0.949201013,0.899505807,0.9317663,0.884479342,0.993198951,0.984316618,0.990560472,0.971271714,,,,,,,,,,,,
132949,Cluster:10,0.950003763,0.9037955,0.936331937,0.890249103,0.991953458,0.98395608,0.988233366,0.977138643,,,,,,,,,,,,
134145,Cluster:10,0.970975591,0.919524371,0.956375586,0.895241201,0.991445428,0.982841691,0.988151426,0.966355293,,,,,,,,,,,,
134492,Cluster:10,0.973709957,0.927200662,0.964202393,0.909640519,0.997984267,0.989118322,0.996148804,0.960422812,,,,,,,,,,,,
135152,Cluster:10,0.959912701,0.909339488,0.949125756,0.904748765,0.542756473,0.129809898,0.174041298,0.077958047,,,,,,,,,,,,
139322,Cluster:10,0.974537792,0.925068359,0.961166997,0.915736397,0.992772861,0.979744346,0.987872829,0.960144215,,,,,,,,,,,,
146050,Cluster:10,0.945237438,0.892180719,0.928781075,0.885407521,0.991576532,0.984218289,0.988905277,0.977318912,,,,,,,,,,,,
146712,Cluster:10,0.957955999,0.923086572,0.947796202,0.904021273,0.986217634,0.964028187,0.978548017,0.882628646,,,,,,,,,,,,
146923,Cluster:10,0.956400672,0.910593784,0.941148433,0.907959762,0.990314651,0.984513274,0.987217306,0.980875123,,,,,,,,,,,,
147657,Cluster:10,0.959235381,0.898602714,0.938414068,0.878333292,0.991117666,0.981465093,0.986283186,0.961488037,,,,,,,,,,,,
151050,Cluster:10,0.971326794,0.927200662,0.959360811,0.90994155,0.988872501,0.960471976,0.977974435,0.901999344,,,,,,,,,,,,
152518,Cluster:10,0.954745002,0.907382786,0.941399293,0.890424705,0.991101278,0.979318256,0.98734841,0.962881023,,,,,,,,,,,,
152815,Cluster:10,0.966911672,0.922559767,0.956199985,0.914381758,0.992412324,0.984922976,0.989101934,0.975762045,,,,,,,,,,,,
157777,Cluster:10,0.965005143,0.917366982,0.949577302,0.876000301,0.860668633,0.40424451,0.539200262,0.169092101,,,,,,,,,,,,
158234,Cluster:10,0.955296892,0.918270075,0.946541906,0.915259765,0.988577516,0.981415929,0.984791872,0.973189118,,,,,,,,,,,,
165324,Cluster:10,0.965306174,0.910217495,0.949276271,0.900032612,0.996247132,0.992346772,0.994985251,0.981727303,,,,,,,,,,,,
195827,Cluster:10,0.959109952,0.904999624,0.942879362,0.890299275,0.987332022,0.975581776,0.981170108,0.946886267,,,,,,,,,,,,
196074,Cluster:10,0.957579711,0.907508216,0.941800667,0.887941199,0.994723042,0.977794166,0.989708292,0.941035726,,,,,,,,,,,,
199870,Cluster:10,0.972380403,0.930261144,0.963650503,0.922434338,0.99482137,0.988020321,0.991855129,0.975778433,,,,,,,,,,,,
201158,Cluster:10,0.971452224,0.914155984,0.958608233,0.867170057,0.952949853,0.520927565,0.721861685,0.164224844,,,,,,,,,,,,
